sample_id,source_dataset,raw_file_path,rruff_id,mineral_name,compound_name,original_formula,display_formula_clean,normalized_formula,reduced_formula,chemical_family,sub_family,elements,contains_transition_metal,contains_3d_transition_metal,contains_4d_transition_metal,contains_5d_transition_metal,is_mixture,mixture_components,has_variable_formula,has_vacancy_symbol,has_mixed_occupancy,has_html_tag,has_hydrate,formula_parse_success,eligible_for_matbench_matching,matbench_match_success,band_gap_eV,band_gap_class,is_metal,formation_energy,formation_energy_class,has_xrd,xrd_file_path,duplicate_rruff_id,duplicate_group_size,exclude_from_inorganic_main,quality_flags
R120144,RRUFF,Aegirine__R120144__Broad_Scan__532__0__unoriented__Raman_Data_Processed__8755e84a1bd47ee4a9979718f9b5.txt,R120144,Aegirine,Aegirine,NaFe^3+^Si_2_O_6_,NaFe^3+^Si_2_O_6_,NaFeSi2O6,NaFe(SiO3)2,Silicate,,"Fe,Na,O,Si",True,True,False,False,False,,False,False,False,False,False,True,True,True,2.8631,semiconductor,False,-2.7952914512500007,highly_stable,False,,True,8,False,
R120167,RRUFF,Aegirine__R120167__Broad_Scan__532__0__unoriented__Raman_Data_Processed__c970e847499313a4617e03f37457.txt,R120167,Aegirine,Aegirine,NaFe^3+^Si_2_O_6_,NaFe^3+^Si_2_O_6_,NaFeSi2O6,NaFe(SiO3)2,Silicate,,"Fe,Na,O,Si",True,True,False,False,False,,False,False,False,False,False,True,True,True,2.8631,semiconductor,False,-2.7952914512500007,highly_stable,False,,True,8,False,
R061088,RRUFF,Aenigmatite__R061088-3__Raman__514__0-000__depolarized__Raman_Data_Processed__411e4af1433047b15c5a49bc4902.txt,R061088,Aenigmatite,Aenigmatite,Na_4_[Fe^2+^_10_Ti_2_]O_4_[Si_12_O_36_],Na_4_[Fe^2+^_10_Ti_2_]O_4_[Si_12_O_36_],Na4[Fe10Ti2]O4[Si12O36],Na2TiFe5(Si3O10)2,Silicate,,"Al,Ca,Cr,Fe,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,2.3046,semiconductor,False,-2.7812289088725493,highly_stable,False,,True,54,False,
R061089,RRUFF,Aenigmatite__R061089__Raman__532______Raman_Data_Processed__ab26d3b97874cec620a7777e0804.txt,R061089,Aenigmatite,Aenigmatite,Na_4_[Fe^2+^_10_Ti_2_]O_4_[Si_12_O_36_],Na_4_[Fe^2+^_10_Ti_2_]O_4_[Si_12_O_36_],Na4[Fe10Ti2]O4[Si12O36],Na2TiFe5(Si3O10)2,Silicate,,"Al,Ca,Cr,Fe,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,2.3046,semiconductor,False,-2.7812289088725493,highly_stable,False,,True,6,False,
R060312,RRUFF,Aeschynite-(Y)__R060312__Raman__532______Raman_Data_Processed__c0ecd34947edbd1ebc82fd40db6d.txt,R060312,Aeschynite-(Y),Aeschynite-(Y),Y(TiNb)O_6_,Y(TiNb)O_6_,Y(TiNb)O6,YTiNbO6,Oxide,,"Ca,Ce,Dy,Fe,H,La,Nb,Nd,O,Th,Ti,U,Y",True,True,True,True,False,,False,False,False,False,False,True,True,True,3.166,wide_gap_insulator,False,-3.5288661929232807,highly_stable,True,Aeschynite-(Y)__R060312__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__c0ecd34947edbd1ebc82fd40db6d.txt,True,6,False,
R080045,RRUFF,Aeschynite-(Y)__R080045__Broad_Scan__532__0__unoriented__Raman_Data_Processed__34def63603a6bb9b836125c30d7e.txt,R080045,Aeschynite-(Y),Aeschynite-(Y),Y(TiNb)O_6_,Y(TiNb)O_6_,Y(TiNb)O6,YTiNbO6,Oxide,,"Nb,O,Ti,Y",True,True,True,False,False,,False,False,False,False,False,True,True,True,3.166,wide_gap_insulator,False,-3.5288661929232807,highly_stable,True,Aeschynite-(Y)__R080045__Broad_Scan__532__0__unoriented__Xray_Data_XY_Data_Processed__34def63603a6bb9b836125c30d7e.txt,True,8,False,
R060914,RRUFF,Agrellite__R060914__Raman__532______Raman_Data_Processed__ee1b2d09a768581d603c2c485ea2.txt,R060914,Agrellite,Agrellite,NaCa_2_Si_4_O_10_F,NaCa_2_Si_4_O_10_F,NaCa2Si4O10F,NaCa2Si4O10F,Silicate,,"Al,Ca,Ce,Cl,Cr,F,Fe,K,La,Mg,Mn,Na,Nd,O,Si,Y",True,True,True,True,False,,False,False,False,False,False,True,True,True,4.959999999999999,wide_gap_insulator,False,-3.343222678955,highly_stable,True,Agrellite__R060914__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__ee1b2d09a768581d603c2c485ea2.txt,True,4,False,
R230013,RRUFF,Ahrensite__R230013__Raman__514______Raman_Data_Processed__2b949836fe23a4d517843879c3bb.txt,R230013,Ahrensite,Ahrensite,SiFe_2_O_4_,SiFe_2_O_4_,SiFe2O4,Fe2SiO4,Silicate,,"Fe,O,Si",True,True,False,False,False,,False,False,False,False,False,True,True,True,2.6766,semiconductor,False,-2.390258340714286,highly_stable,False,,True,3,False,
R100117,RRUFF,Aikinite__R100117__Broad_Scan__532__0__unoriented__Raman_Data_Processed__23e451c24da1224eaefcffa2a78f.txt,R100117,Aikinite,Aikinite,CuPbBiS_3_,CuPbBiS_3_,CuPbBiS3,CuBiPbS3,Sulfide,,"Bi,Cu,Pb,S",True,True,False,False,False,,False,False,False,False,False,True,True,True,0.6137000000000006,narrow_gap,False,-0.6858636124479176,stable,False,,True,8,False,
R060230,RRUFF,Akatoreite__R060230__Raman__532______Raman_Data_Processed__c7c287769b32eade367b14165722.txt,R060230,Akatoreite,Akatoreite,Mn^2+^_9_Al_2_Si_8_O_24_(OH)_8_,Mn^2+^_9_Al_2_Si_8_O_24_(OH)_8_,Mn9Al2Si8O24(OH)8,Mn9Al2Si8(HO4)8,Silicate,,"Al,Ca,Cr,F,Fe,H,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,3.0165,wide_gap_insulator,False,-2.556963168942372,highly_stable,False,,True,6,False,
R061085,RRUFF,Akermanite__R061085-3__Raman__514__0-000__depolarized__Raman_Data_Processed__527bfd408227683c8a2eeb3b5c36.txt,R061085,Akermanite,Akermanite,Ca_2_MgSi_2_O_7_,Ca_2_MgSi_2_O_7_,Ca2MgSi2O7,Ca2MgSi2O7,Silicate,,"Al,Ca,Cr,Fe,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,4.535950000000001,wide_gap_insulator,False,-3.3869175778125005,highly_stable,True,Akermanite__R061085-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__527bfd408227683c8a2eeb3b5c36.txt,True,22,False,
R061100,RRUFF,Akermanite__R061100-3__Raman__514__0-000__depolarized__Raman_Data_Processed__6c80a922a62ac44b8643c6296a18.txt,R061100,Akermanite,Akermanite,Ca_2_MgSi_2_O_7_,Ca_2_MgSi_2_O_7_,Ca2MgSi2O7,Ca2MgSi2O7,Silicate,,"Al,Ca,Cr,F,Fe,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,4.535950000000001,wide_gap_insulator,False,-3.3869175778125005,highly_stable,True,Akermanite__R061100-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__6c80a922a62ac44b8643c6296a18.txt,True,22,False,
R070174,RRUFF,Alabandite__R070174__Broad_Scan__532__0__unoriented__Raman_Data_Processed__4995083de19b9cde89207d87d5ef.txt,R070174,Alabandite,Alabandite,MnS,MnS,MnS,MnS,Sulfide,,"Fe,Mn,S",True,True,False,False,False,,False,False,False,False,False,True,True,True,0.0,metal_like,True,-0.9096111482812499,stable,True,Alabandite__R070174__Broad_Scan__532__0__unoriented__Xray_Data_XY_Data_Processed__4995083de19b9cde89207d87d5ef.txt,True,8,False,
R140323,RRUFF,Alacranite__R140323__Raman__532______Raman_Data_Processed__55cb6e42b84f032bcc46b93927a5.txt,R140323,Alacranite,Alacranite,As_8_S_9_,As_8_S_9_,As8S9,As8S9,Sulfide,,"As,S",False,False,False,False,False,,False,False,False,False,False,True,True,True,1.7164,semiconductor,False,-0.35538452151348104,marginally_stable,False,,True,6,False,
R150030,RRUFF,Alacranite__R150030__Raman__532______Raman_Data_Processed__0c6c42f82f20a644a94cce6a3385.txt,R150030,Alacranite,Alacranite,As_8_S_9_,As_8_S_9_,As8S9,As8S9,Sulfide,,"As,S",False,False,False,False,False,,False,False,False,False,False,True,True,True,1.7164,semiconductor,False,-0.35538452151348104,marginally_stable,False,,True,6,False,
R060067,RRUFF,Alamosite__R060067__Raman__532______Raman_Data_Processed__b4aed80b3b84bd8e79035f397b5c.txt,R060067,Alamosite,Alamosite,PbSiO_3_,PbSiO_3_,PbSiO3,SiPbO3,Silicate,,"Al,Ca,Cu,Fe,Mn,O,Pb,Si,Zn",True,True,False,False,False,,False,False,False,False,False,True,True,True,3.1566,wide_gap_insulator,False,-2.399208094416667,highly_stable,False,,True,6,False,
R040068,RRUFF,Albite__R040068-3__Raman__514__0-000__depolarized__Raman_Data_Processed__b40f91d875d096aef4bd5cbeb2cf.txt,R040068,Albite,Albite,Na(AlSi_3_O_8_),Na(AlSi_3_O_8_),Na(AlSi3O8),NaAlSi3O8,Silicate,,"Al,Na,O,Si",False,False,False,False,False,,False,False,False,False,False,True,True,True,4.9743,wide_gap_insulator,False,-3.226915543461539,highly_stable,True,Albite__R040068-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__b40f91d875d096aef4bd5cbeb2cf.txt,True,56,False,
R040129,RRUFF,Albite__R040129-3__Raman__514__0-000__depolarized__Raman_Data_Processed__0372f313bc8dc3ba8cbe0348dc49.txt,R040129,Albite,Albite,Na(AlSi_3_O_8_),Na(AlSi_3_O_8_),Na(AlSi3O8),NaAlSi3O8,Silicate,,"Al,Na,O,Si",False,False,False,False,False,,False,False,False,False,False,True,True,True,4.9743,wide_gap_insulator,False,-3.226915543461539,highly_stable,True,Albite__R040129-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__0372f313bc8dc3ba8cbe0348dc49.txt,True,56,False,
R050253,RRUFF,Albite__R050253-3__Raman__514__0-000__depolarized__Raman_Data_Processed__08aec584c4a71d72542de0a54495.txt,R050253,Albite,Albite,Na(AlSi_3_O_8_),Na(AlSi_3_O_8_),Na(AlSi3O8),NaAlSi3O8,Silicate,,"Al,Ca,Cr,K,Na,O,Si",True,True,False,False,False,,False,False,False,False,False,True,True,True,4.9743,wide_gap_insulator,False,-3.226915543461539,highly_stable,True,Albite__R050253-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__08aec584c4a71d72542de0a54495.txt,True,56,False,
R050402,RRUFF,Albite__R050402-3__Raman__514__0-000__depolarized__Raman_Data_Processed__eb123b2915e05f23dc9cfdcd20a5.txt,R050402,Albite,Albite,Na(AlSi_3_O_8_),Na(AlSi_3_O_8_),Na(AlSi3O8),NaAlSi3O8,Silicate,,"Al,Ca,Cr,F,Fe,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,4.9743,wide_gap_insulator,False,-3.226915543461539,highly_stable,True,Albite__R050402-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__eb123b2915e05f23dc9cfdcd20a5.txt,True,58,False,
R060054,RRUFF,Albite__R060054__Raman__532______Raman_Data_Processed__2042d91ce3a2aa0b6a2ca165c1f6.txt,R060054,Albite,Albite,Na(AlSi_3_O_8_),Na(AlSi_3_O_8_),Na(AlSi3O8),NaAlSi3O8,Silicate,,"Al,Ca,Cr,K,Na,O,Si",True,True,False,False,False,,False,False,False,False,False,True,True,True,4.9743,wide_gap_insulator,False,-3.226915543461539,highly_stable,True,Albite__R060054__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__2042d91ce3a2aa0b6a2ca165c1f6.txt,True,6,False,
R070268,RRUFF,Albite__R070268__Raman__532______Raman_Data_Processed__8bf1d3031e383c3d078490d5fbc7.txt,R070268,Albite,Albite,Na(AlSi_3_O_8_),Na(AlSi_3_O_8_),Na(AlSi3O8),NaAlSi3O8,Silicate,,"Al,Ca,Cr,Fe,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,4.9743,wide_gap_insulator,False,-3.226915543461539,highly_stable,True,Albite__R070268__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__8bf1d3031e383c3d078490d5fbc7.txt,True,6,False,
R100169,RRUFF,Albite__R100169__Broad_Scan__532__0__unoriented__Raman_Data_Processed__e7f172e7ca8cf5b3f0a4af7b1ef6.txt,R100169,Albite,Albite,Na(AlSi_3_O_8_),Na(AlSi_3_O_8_),Na(AlSi3O8),NaAlSi3O8,Silicate,,"Al,Na,O,Si",False,False,False,False,False,,False,False,False,False,False,True,True,True,4.9743,wide_gap_insulator,False,-3.226915543461539,highly_stable,False,,True,7,False,
R230008,RRUFF,Albite__R230008__Raman__532______Raman_Data_Processed__cd94ba6db33df4883965445e1905.txt,R230008,Albite,Albite,Na(AlSi_3_O_8_),Na(AlSi_3_O_8_),Na(AlSi3O8),NaAlSi3O8,Silicate,,"Al,Na,O,Si",False,False,False,False,False,,False,False,False,False,False,True,True,True,4.9743,wide_gap_insulator,False,-3.226915543461539,highly_stable,False,,True,2,False,
R070356,RRUFF,Alforsite__R070356__Raman__532______Raman_Data_Processed__cc820876280ed638d1e927f5c41a.txt,R070356,Alforsite,Alforsite,Ba_5_(PO_4_)_3_Cl,Ba_5_(PO_4_)_3_Cl,Ba5(PO4)3Cl,Ba5P3ClO12,Phosphate,,"Ba,Cl,O,P",False,False,False,False,False,,False,False,False,False,False,True,True,True,5.0449,wide_gap_insulator,False,-3.316371806413742,highly_stable,False,,True,5,False,
R110002,RRUFF,Alloclasite__R110002__Raman__532______Raman_Data_Processed__64adf563a87688981f5a7fa0aae5.txt,R110002,Alloclasite,Alloclasite,CoAsS,CoAsS,CoAsS,CoAsS,Sulfide,,"As,Co,S",True,True,False,False,False,,False,False,False,False,False,True,True,True,0.4256000000000002,narrow_gap,False,-0.6019660913541672,stable,False,,True,6,False,
R040076,RRUFF,Almandine__R040076-3__Raman__514__0-000__depolarized__Raman_Data_Processed__44c8f559646cfaf764ad12a97535.txt,R040076,Almandine,Almandine,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,Silicate,,"Al,Ca,Cr,Fe,K,Mg,Mn,Na,O,S,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,3.641399999999999,wide_gap_insulator,False,-2.86078800175,highly_stable,True,Almandine__R040076-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__44c8f559646cfaf764ad12a97535.txt,True,16,False,
R040079,RRUFF,Almandine__R040079-3__Raman__514__0-000__depolarized__Raman_Data_Processed__d017524a0588295588515117f749.txt,R040079,Almandine,Almandine,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,Silicate,,"Al,Ca,Cr,Fe,K,Mg,Mn,Na,O,S,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,3.641399999999999,wide_gap_insulator,False,-2.86078800175,highly_stable,True,Almandine__R040079-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__d017524a0588295588515117f749.txt,True,16,False,
R040168,RRUFF,Almandine__R040168-3__Raman__514__0-000__depolarized__Raman_Data_Processed__a78a395f150ae0d41d9e48606e57.txt,R040168,Almandine,Almandine,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,Silicate,,"Al,Ca,Fe,Mg,Mn,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,3.641399999999999,wide_gap_insulator,False,-2.86078800175,highly_stable,True,Almandine__R040168-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__a78a395f150ae0d41d9e48606e57.txt,True,16,False,
R050029,RRUFF,Almandine__R050029-3__Raman__514__0-000__depolarized__Raman_Data_Processed__805a1439c06709c470d81837af5b.txt,R050029,Almandine,Almandine,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,Silicate,,"Al,Ca,Cr,F,Fe,Mg,Mn,Na,O,P,S,Si,Ti,Zn",True,True,False,False,False,,False,False,False,False,False,True,True,True,3.641399999999999,wide_gap_insulator,False,-2.86078800175,highly_stable,True,Almandine__R050029-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__805a1439c06709c470d81837af5b.txt,True,16,False,
R060099,RRUFF,Almandine__R060099-3__Raman__514__0-000__depolarized__Raman_Data_Processed__bad1171e31402b91eaac73eb85a9.txt,R060099,Almandine,Almandine,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,Silicate,,"Al,Ca,Fe,Mg,Mn,O,Si",True,True,False,False,False,,False,False,False,False,False,True,True,True,3.641399999999999,wide_gap_insulator,False,-2.86078800175,highly_stable,False,,True,16,False,
R060450,RRUFF,Almandine__R060450-3__Raman__514__0-000__depolarized__Raman_Data_Processed__a2db5a708bbc23fc31554121f760.txt,R060450,Almandine,Almandine,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,Silicate,,"Al,Ca,Fe,Mg,Mn,O,Si",True,True,False,False,False,,False,False,False,False,False,True,True,True,3.641399999999999,wide_gap_insulator,False,-2.86078800175,highly_stable,True,Almandine__R060450-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__a2db5a708bbc23fc31554121f760.txt,True,15,False,
R070129,RRUFF,Almandine__R070129-3__Raman__514__0-000__depolarized__Raman_Data_Processed__1f13282eef0dd167e5021c16a18b.txt,R070129,Almandine,Almandine,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,Silicate,,"Al,Ca,Cr,Fe,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,3.641399999999999,wide_gap_insulator,False,-2.86078800175,highly_stable,True,Almandine__R070129-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__1f13282eef0dd167e5021c16a18b.txt,True,14,False,
R100046,RRUFF,Almandine__R100046__Raman__532______Raman_Data_Processed__4f4e60a5c791442bdf4b5a7d2fcc.txt,R100046,Almandine,Almandine,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,Silicate,,"Al,Fe,O,Si",True,True,False,False,False,,False,False,False,False,False,True,True,True,3.641399999999999,wide_gap_insulator,False,-2.86078800175,highly_stable,False,,True,6,False,
R120145,RRUFF,Almandine__R120145__Broad_Scan__532__0__unoriented__Raman_Data_Processed__a852aa54d60ca0f8d65d4f43b107.txt,R120145,Almandine,Almandine,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,Silicate,,"Al,Fe,O,Si",True,True,False,False,False,,False,False,False,False,False,True,True,True,3.641399999999999,wide_gap_insulator,False,-2.86078800175,highly_stable,False,,True,8,False,
R120152,RRUFF,Almandine__R120152__Broad_Scan__532__0__unoriented__Raman_Data_Processed__f424b375d5232bc12074c99fc9cc.txt,R120152,Almandine,Almandine,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,Silicate,,"Al,Fe,O,Si",True,True,False,False,False,,False,False,False,False,False,True,True,True,3.641399999999999,wide_gap_insulator,False,-2.86078800175,highly_stable,False,,True,6,False,
R190023,RRUFF,Almandine__R190023__Broad_Scan__532__0__unoriented__Raman_Data_Processed__00d28851be17e7d170ed3c7f118b.txt,R190023,Almandine,Almandine,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,Silicate,,"Al,Fe,O,Si",True,True,False,False,False,,False,False,False,False,False,True,True,True,3.641399999999999,wide_gap_insulator,False,-2.86078800175,highly_stable,False,,True,8,False,
