rruff_id,mineral_name,laser_nm,data_type,source_file,has_xrd,chemical_family,original_formula,display_formula_clean,normalized_formula,reduced_formula,has_vacancy_symbol,has_mixed_occupancy,has_variable_formula,has_html_tag,has_hydrate,formula_parse_success,eligible_for_matbench_matching,n_elements,avg_electronegativity,avg_atomic_mass,band_gap_eV,band_gap_min_eV,band_gap_max_eV,band_gap_match_count,is_metal,is_metal_match_count,formation_energy,formation_energy_min,formation_energy_match_count,band_gap_class
R060418,Allanite-(Ce),532,Processed,Allanite-(Ce)__R060418__Broad_Scan__532__0__unoriented__Raman_Data_Processed__1383d4b8eecf596d733511fc3602.txt,True,Silicate,CaCe(Al_2_Fe^2+^)[Si_2_O_7_][SiO_4_]O(OH),CaCe(Al_2_Fe^2+^)[Si_2_O_7_][SiO_4_]O(OH),CaCe(Al2Fe)[Si2O7][SiO4]O(OH),CaCeAl2FeSi3HO13,False,False,False,False,False,True,True,7.0,1.8714285714285717,44.01619694285715,,,,,,,,,,
R080044,Allanite-(Ce),532,Processed,Allanite-(Ce)__R080044__Broad_Scan__532__0__unoriented__Raman_Data_Processed__2d505de28964578c995e94f017c5.txt,True,Silicate,CaCe(Al_2_Fe^2+^)[Si_2_O_7_][SiO_4_]O(OH),CaCe(Al_2_Fe^2+^)[Si_2_O_7_][SiO_4_]O(OH),CaCe(Al2Fe)[Si2O7][SiO4]O(OH),CaCeAl2FeSi3HO13,False,False,False,False,False,True,True,7.0,1.8714285714285717,44.01619694285715,,,,,,,,,,
R080092,Allanite-(Ce),532,Processed,Allanite-(Ce)__R080092__Broad_Scan__532__0__unoriented__Raman_Data_Processed__6d6bb61f84e5554c030e2e399bdc.txt,True,Silicate,CaCe(Al_2_Fe^2+^)[Si_2_O_7_][SiO_4_]O(OH),CaCe(Al_2_Fe^2+^)[Si_2_O_7_][SiO_4_]O(OH),CaCe(Al2Fe)[Si2O7][SiO4]O(OH),CaCeAl2FeSi3HO13,False,False,False,False,False,True,True,7.0,1.8714285714285717,44.01619694285715,,,,,,,,,,
R250019,Allantoin,532,Processed,Allantoin__R250019__Raman__532______Raman_Data_Processed__617065e8b0d358fb08ab2646dbcc.txt,True,Mixed/Other,C_4_H_6_N_4_O_3_,C_4_H_6_N_4_O_3_,C4H6N4O3,H6C4N4O3,False,False,False,False,False,True,True,4.0,2.8075,10.756185,,,,,,,,,,
R040076,Almandine,514,Processed,Almandine__R040076-3__Raman__514__0-000__depolarized__Raman_Data_Processed__44c8f559646cfaf764ad12a97535.txt,True,Silicate,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,False,False,False,False,False,True,True,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,1.0,-2.86078800175,-2.86078800175,1.0,wide_gap_insulator
R040079,Almandine,514,Processed,Almandine__R040079-3__Raman__514__0-000__depolarized__Raman_Data_Processed__d017524a0588295588515117f749.txt,True,Silicate,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,False,False,False,False,False,True,True,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,1.0,-2.86078800175,-2.86078800175,1.0,wide_gap_insulator
R040168,Almandine,514,Processed,Almandine__R040168-3__Raman__514__0-000__depolarized__Raman_Data_Processed__a78a395f150ae0d41d9e48606e57.txt,True,Silicate,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,False,False,False,False,False,True,True,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,1.0,-2.86078800175,-2.86078800175,1.0,wide_gap_insulator
R050029,Almandine,514,Processed,Almandine__R050029-3__Raman__514__0-000__depolarized__Raman_Data_Processed__805a1439c06709c470d81837af5b.txt,True,Silicate,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,False,False,False,False,False,True,True,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,1.0,-2.86078800175,-2.86078800175,1.0,wide_gap_insulator
R060450,Almandine,514,Processed,Almandine__R060450-3__Raman__514__0-000__depolarized__Raman_Data_Processed__a2db5a708bbc23fc31554121f760.txt,True,Silicate,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,False,False,False,False,False,True,True,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,1.0,-2.86078800175,-2.86078800175,1.0,wide_gap_insulator
R070129,Almandine,514,Processed,Almandine__R070129-3__Raman__514__0-000__depolarized__Raman_Data_Processed__1f13282eef0dd167e5021c16a18b.txt,True,Silicate,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,False,False,False,False,False,True,True,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,1.0,-2.86078800175,-2.86078800175,1.0,wide_gap_insulator
R040134,Alum-(K),514,Processed,Alum-(K)__R040134__Raman__514______Raman_Data_Processed__f5ff5ebded889f3450d8231d8a0c.txt,True,Sulfate,KAl(SO_4_)_2_·12H_2_O,KAl(SO_4_)_2_·12H_2_O,KAl(SO4)212H2O,KAlH2S212O849,False,False,False,False,True,True,True,5.0,2.13,23.03043572,,,,,,,,,,
R060014,Alum-(K),532,Processed,Alum-(K)__R060014__Raman__532______Raman_Data_Processed__1a36691e599dc66d74486a2669b8.txt,True,Sulfate,KAl(SO_4_)_2_·12H_2_O,KAl(SO_4_)_2_·12H_2_O,KAl(SO4)212H2O,KAlH2S212O849,False,False,False,False,True,True,True,5.0,2.13,23.03043572,,,,,,,,,,
R060430,Alunite,532,Processed,Alunite__R060430__Raman__532______Raman_Data_Processed__5630cf6c79092a9c849b0a5ef337.txt,True,Sulfate,KAl_3_(SO_4_)_2_(OH)_6_,KAl_3_(SO_4_)_2_(OH)_6_,KAl3(SO4)2(OH)6,KAl3H6(SO7)2,False,False,False,False,False,True,True,5.0,2.13,23.03043572,5.316800000000001,5.316800000000001,5.316800000000001,1.0,False,1.0,-2.310338044051731,-2.310338044051731,1.0,wide_gap_insulator
R060015,Alunogen,532,Processed,Alunogen__R060015__Raman__532______Raman_Data_Processed__704a4fbb48a0ea55e8398587c235.txt,True,Sulfate,Al_2_(SO_4_)_3_(H_2_O)_12_·5H_2_O,Al_2_(SO_4_)_3_(H_2_O)_12_·5H_2_O,Al2(SO4)3(H2O)125H2O,Al2H252(SO46)3,False,False,False,False,True,True,True,4.0,2.4575000000000005,19.01346965,,,,,,,,,,
R050153,Amarantite,514,Processed,Amarantite__R050153__Raman__514______Raman_Data_Processed__b8adcb917df86a856e2cd58ff640.txt,True,Sulfate,Fe^3+^_2_O(SO_4_)_2_·7H_2_O,Fe^3+^_2_O(SO_4_)_2_·7H_2_O,Fe2O(SO4)27H2O,Fe2H2S27O110,False,False,False,False,True,True,True,4.0,2.5125,26.229335,,,,,,,,,,
R040006,Amblygonite,514,Processed,Amblygonite__R040006-3__Raman__514__0-000__depolarized__Raman_Data_Processed__f4bcb4a1ce62ebd0cef9e3012df2.txt,True,Phosphate,LiAl(PO_4_)F,LiAl(PO_4_)F,LiAl(PO4)F,LiAlPO4F,False,False,False,False,False,True,True,5.0,2.44,19.978820759999998,5.9118,5.9118,5.9118,1.0,False,1.0,-3.139569032916607,-3.139569032916607,1.0,wide_gap_insulator
R040067,Amblygonite,514,Processed,Amblygonite__R040067__Raman__514______Raman_Data_Processed__3e934c0ac4e748241d0b414de2dc.txt,True,Phosphate,LiAl(PO_4_)F,LiAl(PO_4_)F,LiAl(PO4)F,LiAlPO4F,False,False,False,False,False,True,True,5.0,2.44,19.978820759999998,5.9118,5.9118,5.9118,1.0,False,1.0,-3.139569032916607,-3.139569032916607,1.0,wide_gap_insulator
R060643,Ameghinite,532,Processed,Ameghinite__R060643__Raman__532______Raman_Data_Processed__77f9322432bca3b68465b145b8d3.txt,True,Borate,NaB_3_O_3_(OH)_4_,NaB_3_O_3_(OH)_4_,NaB3O3(OH)4,NaB3H4O7,False,False,False,False,False,True,True,4.0,2.1525,12.70202732,5.3518,5.3518,5.3518,1.0,False,1.0,-2.2440380133820006,-2.2440380133820006,1.0,wide_gap_insulator
R070132,Amesite,514,Processed,Amesite__R070132-3__Raman__514__0-000__depolarized__Raman_Data_Processed__ac29e29053dd5b271bbba639e1ef.txt,True,Silicate,Mg_2_Al(AlSiO_5_)(OH)_4_,Mg_2_Al(AlSiO_5_)(OH)_4_,Mg2Al(AlSiO5)(OH)4,Mg2Al2SiH4O9,False,False,False,False,False,True,True,5.0,2.092,19.27587572,5.0539000000000005,5.0539000000000005,5.0539000000000005,1.0,False,1.0,-2.7192759183738886,-2.7192759183738886,1.0,wide_gap_insulator
R060873,Ammonioalunite,532,Processed,Ammonioalunite__R060873__Broad_Scan__532__0__unoriented__Raman_Data_Processed__5d6c77b68bc1c773f624b17e47b1.txt,True,Sulfate,(NH_4_)Al_3_(SO_4_)_2_(OH)_6_,(NH_4_)Al_3_(SO_4_)_2_(OH)_6_,(NH4)Al3(SO4)2(OH)6,Al3H10S2NO14,False,False,False,False,False,True,True,5.0,2.574,18.01211572,,,,,,,,,,
R250023,Ammoniozippeite,785,Processed,Ammoniozippeite__R250023__Raman__785______Raman_Data_Processed__d33ea5b79427355a1970c30b9c8e.txt,True,Sulfate,(NH_4_)_2_[(UO_2_)_2_(SO_4_)O_2_]·H_2_O,(NH_4_)_2_[(UO_2_)_2_(SO_4_)O_2_]·H_2_O,(NH4)2[(UO2)2(SO4)O2]H2O,U2H10SN2O11,False,False,False,False,True,True,True,5.0,2.528,60.22158999999999,,,,,,,,,,
R040128,Analcime,514,Processed,Analcime__R040128-3__Raman__514__0-000__depolarized__Raman_Data_Processed__3cf05fd7b58b44a3aa9389aa5fee.txt,True,Silicate,Na(AlSi_2_O_6_)·H_2_O,Na(AlSi_2_O_6_)·H_2_O,Na(AlSi2O6)H2O,NaAlSi2H2O7,False,False,False,False,True,True,True,5.0,2.0159999999999996,19.012829575999998,4.7533,4.7533,4.7533,1.0,False,1.0,-2.7586867461338467,-2.7586867461338467,1.0,wide_gap_insulator
R050094,Analcime,514,Processed,Analcime__R050094-3__Raman__514__0-000__depolarized__Raman_Data_Processed__d76a54255174029a11348bebe577.txt,True,Silicate,Na(AlSi_2_O_6_)·H_2_O,Na(AlSi_2_O_6_)·H_2_O,Na(AlSi2O6)H2O,NaAlSi2H2O7,False,False,False,False,True,True,True,5.0,2.0159999999999996,19.012829575999998,4.7533,4.7533,4.7533,1.0,False,1.0,-2.7586867461338467,-2.7586867461338467,1.0,wide_gap_insulator
R060023,Analcime,514,Processed,Analcime__R060023-3__Raman__514__0-000__depolarized__Raman_Data_Processed__20775cf611f5f7d095e9bff3eefa.txt,True,Silicate,Na(AlSi_2_O_6_)·H_2_O,Na(AlSi_2_O_6_)·H_2_O,Na(AlSi2O6)H2O,NaAlSi2H2O7,False,False,False,False,True,True,True,5.0,2.0159999999999996,19.012829575999998,4.7533,4.7533,4.7533,1.0,False,1.0,-2.7586867461338467,-2.7586867461338467,1.0,wide_gap_insulator
R050510,Anapaite,532,Processed,Anapaite__R050510__Broad_Scan__532__0__unoriented__Raman_Data_Processed__423e0aa18e93069c1e3d18d1d1be.txt,True,Phosphate,Ca_2_Fe^2+^(PO_4_)_2_·4H_2_O,Ca_2_Fe^2+^(PO_4_)_2_·4H_2_O,Ca2Fe(PO4)24H2O,Ca2FeP24H2O97,False,False,False,False,True,True,True,5.0,2.132,28.7808204,,,,,,,,,,
