rruff_id,mineral_name,laser_nm,data_type,source_file,has_xrd,chemical_family,original_formula,display_formula_clean,normalized_formula,reduced_formula,has_vacancy_symbol,has_mixed_occupancy,has_variable_formula,has_html_tag,has_hydrate,formula_parse_success,eligible_for_matbench_matching,n_elements,avg_electronegativity,avg_atomic_mass,band_gap_eV,band_gap_min_eV,band_gap_max_eV,band_gap_match_count,is_metal,is_metal_match_count,formation_energy,formation_energy_min,formation_energy_match_count,band_gap_class
R070253,Aegirine,532,Processed,Aegirine__R070253__Raman__532______Raman_Data_Processed__ef20fcecf52013adb0063596b6ae.txt,False,Silicate,NaFe^3+^Si_2_O_6_,NaFe^3+^Si_2_O_6_,NaFeSi2O6,NaFe(SiO3)2,False,False,False,False,False,True,True,4.0,2.025,30.72991732,2.8631,2.8631,2.8631,1.0,False,1.0,-2.7952914512500007,-2.7952914512500007,1.0,semiconductor
R120144,Aegirine,532,Processed,Aegirine__R120144__Broad_Scan__532__0__unoriented__Raman_Data_Processed__8755e84a1bd47ee4a9979718f9b5.txt,False,Silicate,NaFe^3+^Si_2_O_6_,NaFe^3+^Si_2_O_6_,NaFeSi2O6,NaFe(SiO3)2,False,False,False,False,False,True,True,4.0,2.025,30.72991732,2.8631,2.8631,2.8631,1.0,False,1.0,-2.7952914512500007,-2.7952914512500007,1.0,semiconductor
R120167,Aegirine,532,Processed,Aegirine__R120167__Broad_Scan__532__0__unoriented__Raman_Data_Processed__c970e847499313a4617e03f37457.txt,False,Silicate,NaFe^3+^Si_2_O_6_,NaFe^3+^Si_2_O_6_,NaFeSi2O6,NaFe(SiO3)2,False,False,False,False,False,True,True,4.0,2.025,30.72991732,2.8631,2.8631,2.8631,1.0,False,1.0,-2.7952914512500007,-2.7952914512500007,1.0,semiconductor
R061088,Aenigmatite,514,Processed,Aenigmatite__R061088-3__Raman__514__0-000__depolarized__Raman_Data_Processed__411e4af1433047b15c5a49bc4902.txt,False,Silicate,Na_4_[Fe^2+^_10_Ti_2_]O_4_[Si_12_O_36_],Na_4_[Fe^2+^_10_Ti_2_]O_4_[Si_12_O_36_],Na4[Fe10Ti2]O4[Si12O36],Na2TiFe5(Si3O10)2,False,False,False,False,False,True,True,5.0,1.9280000000000002,34.157333856,2.3046,2.3046,2.3046,1.0,False,1.0,-2.7812289088725493,-2.7812289088725493,1.0,semiconductor
R061089,Aenigmatite,532,Processed,Aenigmatite__R061089__Raman__532______Raman_Data_Processed__ab26d3b97874cec620a7777e0804.txt,False,Silicate,Na_4_[Fe^2+^_10_Ti_2_]O_4_[Si_12_O_36_],Na_4_[Fe^2+^_10_Ti_2_]O_4_[Si_12_O_36_],Na4[Fe10Ti2]O4[Si12O36],Na2TiFe5(Si3O10)2,False,False,False,False,False,True,True,5.0,1.9280000000000002,34.157333856,2.3046,2.3046,2.3046,1.0,False,1.0,-2.7812289088725493,-2.7812289088725493,1.0,semiconductor
R060312,Aeschynite-(Y),532,Processed,Aeschynite-(Y)__R060312__Raman__532______Raman_Data_Processed__c0ecd34947edbd1ebc82fd40db6d.txt,True,Oxide,Y(TiNb)O_6_,Y(TiNb)O_6_,Y(TiNb)O6,YTiNbO6,False,False,False,False,False,True,True,4.0,1.9499999999999997,61.41965750000001,3.166,3.166,3.166,1.0,False,1.0,-3.5288661929232807,-3.5288661929232807,1.0,wide_gap_insulator
R080045,Aeschynite-(Y),532,Processed,Aeschynite-(Y)__R080045__Broad_Scan__532__0__unoriented__Raman_Data_Processed__34def63603a6bb9b836125c30d7e.txt,True,Oxide,Y(TiNb)O_6_,Y(TiNb)O_6_,Y(TiNb)O6,YTiNbO6,False,False,False,False,False,True,True,4.0,1.9499999999999997,61.41965750000001,3.166,3.166,3.166,1.0,False,1.0,-3.5288661929232807,-3.5288661929232807,1.0,wide_gap_insulator
R060914,Agrellite,532,Processed,Agrellite__R060914__Raman__532______Raman_Data_Processed__ee1b2d09a768581d603c2c485ea2.txt,True,Silicate,NaCa_2_Si_4_O_10_F,NaCa_2_Si_4_O_10_F,NaCa2Si4O10F,NaCa2Si4O10F,False,False,False,False,False,True,True,5.0,2.25,25.230214496,4.959999999999999,4.959999999999999,4.959999999999999,1.0,False,1.0,-3.343222678955,-3.343222678955,1.0,wide_gap_insulator
R230013,Ahrensite,514,Processed,Ahrensite__R230013__Raman__514______Raman_Data_Processed__2b949836fe23a4d517843879c3bb.txt,False,Silicate,SiFe_2_O_4_,SiFe_2_O_4_,SiFe2O4,Fe2SiO4,False,False,False,False,False,True,True,3.0,2.39,33.30996666666666,2.6766,2.6585,2.7099,3.0,False,3.0,-2.390258340714286,-2.4271654357142856,5.0,semiconductor
R100117,Aikinite,532,Processed,Aikinite__R100117__Broad_Scan__532__0__unoriented__Raman_Data_Processed__23e451c24da1224eaefcffa2a78f.txt,False,Sulfide,CuPbBiS_3_,CuPbBiS_3_,CuPbBiS3,CuBiPbS3,False,False,False,False,False,True,True,4.0,2.2075,127.94785,0.6137000000000006,0.6137000000000006,0.6137000000000006,1.0,False,1.0,-0.6858636124479176,-0.6858636124479176,1.0,narrow_gap
R060230,Akatoreite,532,Processed,Akatoreite__R060230__Raman__532______Raman_Data_Processed__c7c287769b32eade367b14165722.txt,False,Silicate,Mn^2+^_9_Al_2_Si_8_O_24_(OH)_8_,Mn^2+^_9_Al_2_Si_8_O_24_(OH)_8_,Mn9Al2Si8O24(OH)8,Mn9Al2Si8(HO4)8,False,False,False,False,False,True,True,5.0,2.1399999999999997,25.40248472,3.0165,3.0165,3.0165,1.0,False,1.0,-2.556963168942372,-2.556963168942372,1.0,wide_gap_insulator
R061085,Akermanite,514,Processed,Akermanite__R061085-3__Raman__514__0-000__depolarized__Raman_Data_Processed__527bfd408227683c8a2eeb3b5c36.txt,True,Silicate,Ca_2_MgSi_2_O_7_,Ca_2_MgSi_2_O_7_,Ca2MgSi2O7,Ca2MgSi2O7,False,False,False,False,False,True,True,4.0,1.9125,27.116975,4.535950000000001,4.467700000000001,4.6042000000000005,2.0,False,2.0,-3.3869175778125005,-3.389749083645834,3.0,wide_gap_insulator
R061100,Akermanite,514,Processed,Akermanite__R061100-3__Raman__514__0-000__depolarized__Raman_Data_Processed__6c80a922a62ac44b8643c6296a18.txt,True,Silicate,Ca_2_MgSi_2_O_7_,Ca_2_MgSi_2_O_7_,Ca2MgSi2O7,Ca2MgSi2O7,False,False,False,False,False,True,True,4.0,1.9125,27.116975,4.535950000000001,4.467700000000001,4.6042000000000005,2.0,False,2.0,-3.3869175778125005,-3.389749083645834,3.0,wide_gap_insulator
R070174,Alabandite,532,Processed,Alabandite__R070174__Broad_Scan__532__0__unoriented__Raman_Data_Processed__4995083de19b9cde89207d87d5ef.txt,True,Sulfide,MnS,MnS,MnS,MnS,False,False,False,False,False,True,True,2.0,2.065,43.5015225,0.0,0.0,0.0,3.0,True,3.0,-0.9096111482812499,-0.94875730953125,4.0,metal_like
R140323,Alacranite,532,Processed,Alacranite__R140323__Raman__532______Raman_Data_Processed__55cb6e42b84f032bcc46b93927a5.txt,False,Sulfide,As_8_S_9_,As_8_S_9_,As8S9,As8S9,False,False,False,False,False,True,True,2.0,2.38,53.4933,1.7164,1.7164,1.7164,1.0,False,1.0,-0.35538452151348104,-0.4821783930330885,2.0,semiconductor
R150030,Alacranite,532,Processed,Alacranite__R150030__Raman__532______Raman_Data_Processed__0c6c42f82f20a644a94cce6a3385.txt,False,Sulfide,As_8_S_9_,As_8_S_9_,As8S9,As8S9,False,False,False,False,False,True,True,2.0,2.38,53.4933,1.7164,1.7164,1.7164,1.0,False,1.0,-0.35538452151348104,-0.4821783930330885,2.0,semiconductor
R060067,Alamosite,532,Processed,Alamosite__R060067__Raman__532______Raman_Data_Processed__b4aed80b3b84bd8e79035f397b5c.txt,False,Silicate,PbSiO_3_,PbSiO_3_,PbSiO3,SiPbO3,False,False,False,False,False,True,True,3.0,2.5566666666666666,83.76163333333334,3.1566,3.1566,3.1566,1.0,False,1.0,-2.399208094416667,-2.611323302083334,2.0,wide_gap_insulator
R040068,Albite,514,Processed,Albite__R040068-3__Raman__514__0-000__depolarized__Raman_Data_Processed__b40f91d875d096aef4bd5cbeb2cf.txt,True,Silicate,Na(AlSi_3_O_8_),Na(AlSi_3_O_8_),Na(AlSi3O8),NaAlSi3O8,False,False,False,False,False,True,True,4.0,1.9699999999999998,23.514051969999997,4.9743,4.8321,4.9918,3.0,False,3.0,-3.226915543461539,-3.2302485469230766,3.0,wide_gap_insulator
R040129,Albite,514,Processed,Albite__R040129-3__Raman__514__0-000__depolarized__Raman_Data_Processed__0372f313bc8dc3ba8cbe0348dc49.txt,True,Silicate,Na(AlSi_3_O_8_),Na(AlSi_3_O_8_),Na(AlSi3O8),NaAlSi3O8,False,False,False,False,False,True,True,4.0,1.9699999999999998,23.514051969999997,4.9743,4.8321,4.9918,3.0,False,3.0,-3.226915543461539,-3.2302485469230766,3.0,wide_gap_insulator
R050253,Albite,514,Processed,Albite__R050253-3__Raman__514__0-000__depolarized__Raman_Data_Processed__08aec584c4a71d72542de0a54495.txt,True,Silicate,Na(AlSi_3_O_8_),Na(AlSi_3_O_8_),Na(AlSi3O8),NaAlSi3O8,False,False,False,False,False,True,True,4.0,1.9699999999999998,23.514051969999997,4.9743,4.8321,4.9918,3.0,False,3.0,-3.226915543461539,-3.2302485469230766,3.0,wide_gap_insulator
R050402,Albite,514,Processed,Albite__R050402-3__Raman__514__0-000__depolarized__Raman_Data_Processed__eb123b2915e05f23dc9cfdcd20a5.txt,True,Silicate,Na(AlSi_3_O_8_),Na(AlSi_3_O_8_),Na(AlSi3O8),NaAlSi3O8,False,False,False,False,False,True,True,4.0,1.9699999999999998,23.514051969999997,4.9743,4.8321,4.9918,3.0,False,3.0,-3.226915543461539,-3.2302485469230766,3.0,wide_gap_insulator
R060054,Albite,532,Processed,Albite__R060054__Raman__532______Raman_Data_Processed__2042d91ce3a2aa0b6a2ca165c1f6.txt,True,Silicate,Na(AlSi_3_O_8_),Na(AlSi_3_O_8_),Na(AlSi3O8),NaAlSi3O8,False,False,False,False,False,True,True,4.0,1.9699999999999998,23.514051969999997,4.9743,4.8321,4.9918,3.0,False,3.0,-3.226915543461539,-3.2302485469230766,3.0,wide_gap_insulator
R070268,Albite,532,Processed,Albite__R070268__Raman__532______Raman_Data_Processed__8bf1d3031e383c3d078490d5fbc7.txt,True,Silicate,Na(AlSi_3_O_8_),Na(AlSi_3_O_8_),Na(AlSi3O8),NaAlSi3O8,False,False,False,False,False,True,True,4.0,1.9699999999999998,23.514051969999997,4.9743,4.8321,4.9918,3.0,False,3.0,-3.226915543461539,-3.2302485469230766,3.0,wide_gap_insulator
R100169,Albite,532,Processed,Albite__R100169__Broad_Scan__532__0__unoriented__Raman_Data_Processed__e7f172e7ca8cf5b3f0a4af7b1ef6.txt,False,Silicate,Na(AlSi_3_O_8_),Na(AlSi_3_O_8_),Na(AlSi3O8),NaAlSi3O8,False,False,False,False,False,True,True,4.0,1.9699999999999998,23.514051969999997,4.9743,4.8321,4.9918,3.0,False,3.0,-3.226915543461539,-3.2302485469230766,3.0,wide_gap_insulator
R230008,Albite,532,Processed,Albite__R230008__Raman__532______Raman_Data_Processed__cd94ba6db33df4883965445e1905.txt,False,Silicate,Na(AlSi_3_O_8_),Na(AlSi_3_O_8_),Na(AlSi3O8),NaAlSi3O8,False,False,False,False,False,True,True,4.0,1.9699999999999998,23.514051969999997,4.9743,4.8321,4.9918,3.0,False,3.0,-3.226915543461539,-3.2302485469230766,3.0,wide_gap_insulator
R070356,Alforsite,532,Processed,Alforsite__R070356__Raman__532______Raman_Data_Processed__cc820876280ed638d1e927f5c41a.txt,False,Phosphate,Ba_5_(PO_4_)_3_Cl,Ba_5_(PO_4_)_3_Cl,Ba5(PO4)3Cl,Ba5P3ClO12,False,False,False,False,False,True,True,4.0,2.42,54.9382905,5.0449,5.0449,5.0449,1.0,False,1.0,-3.316371806413742,-3.316371806413742,1.0,wide_gap_insulator
R110002,Alloclasite,532,Processed,Alloclasite__R110002__Raman__532______Raman_Data_Processed__64adf563a87688981f5a7fa0aae5.txt,False,Sulfide,CoAsS,CoAsS,CoAsS,CoAsS,False,False,False,False,False,True,True,3.0,2.2133333333333334,55.30659833333333,0.4256000000000002,0.0,0.9407000000000004,4.0,False,4.0,-0.6019660913541672,-0.6613071613541663,6.0,narrow_gap
R040076,Almandine,514,Processed,Almandine__R040076-3__Raman__514__0-000__depolarized__Raman_Data_Processed__44c8f559646cfaf764ad12a97535.txt,True,Silicate,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,False,False,False,False,False,True,True,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,1.0,-2.86078800175,-2.86078800175,1.0,wide_gap_insulator
R040079,Almandine,514,Processed,Almandine__R040079-3__Raman__514__0-000__depolarized__Raman_Data_Processed__d017524a0588295588515117f749.txt,True,Silicate,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,False,False,False,False,False,True,True,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,1.0,-2.86078800175,-2.86078800175,1.0,wide_gap_insulator
R040168,Almandine,514,Processed,Almandine__R040168-3__Raman__514__0-000__depolarized__Raman_Data_Processed__a78a395f150ae0d41d9e48606e57.txt,True,Silicate,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,False,False,False,False,False,True,True,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,1.0,-2.86078800175,-2.86078800175,1.0,wide_gap_insulator
R050029,Almandine,514,Processed,Almandine__R050029-3__Raman__514__0-000__depolarized__Raman_Data_Processed__805a1439c06709c470d81837af5b.txt,True,Silicate,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,False,False,False,False,False,True,True,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,1.0,-2.86078800175,-2.86078800175,1.0,wide_gap_insulator
R060099,Almandine,514,Processed,Almandine__R060099-3__Raman__514__0-000__depolarized__Raman_Data_Processed__bad1171e31402b91eaac73eb85a9.txt,False,Silicate,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,False,False,False,False,False,True,True,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,1.0,-2.86078800175,-2.86078800175,1.0,wide_gap_insulator
R060450,Almandine,514,Processed,Almandine__R060450-3__Raman__514__0-000__depolarized__Raman_Data_Processed__a2db5a708bbc23fc31554121f760.txt,True,Silicate,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,False,False,False,False,False,True,True,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,1.0,-2.86078800175,-2.86078800175,1.0,wide_gap_insulator
R070129,Almandine,514,Processed,Almandine__R070129-3__Raman__514__0-000__depolarized__Raman_Data_Processed__1f13282eef0dd167e5021c16a18b.txt,True,Silicate,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,False,False,False,False,False,True,True,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,1.0,-2.86078800175,-2.86078800175,1.0,wide_gap_insulator
R100046,Almandine,532,Processed,Almandine__R100046__Raman__532______Raman_Data_Processed__4f4e60a5c791442bdf4b5a7d2fcc.txt,False,Silicate,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,False,False,False,False,False,True,True,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,1.0,-2.86078800175,-2.86078800175,1.0,wide_gap_insulator
R120145,Almandine,532,Processed,Almandine__R120145__Broad_Scan__532__0__unoriented__Raman_Data_Processed__a852aa54d60ca0f8d65d4f43b107.txt,False,Silicate,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,False,False,False,False,False,True,True,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,1.0,-2.86078800175,-2.86078800175,1.0,wide_gap_insulator
R120152,Almandine,532,Processed,Almandine__R120152__Broad_Scan__532__0__unoriented__Raman_Data_Processed__f424b375d5232bc12074c99fc9cc.txt,False,Silicate,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,False,False,False,False,False,True,True,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,1.0,-2.86078800175,-2.86078800175,1.0,wide_gap_insulator
R190023,Almandine,532,Processed,Almandine__R190023__Broad_Scan__532__0__unoriented__Raman_Data_Processed__00d28851be17e7d170ed3c7f118b.txt,False,Silicate,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,False,False,False,False,False,True,True,4.0,2.195,31.727859649999996,3.641399999999999,3.641399999999999,3.641399999999999,1.0,False,1.0,-2.86078800175,-2.86078800175,1.0,wide_gap_insulator
R050483,Alstonite,532,Processed,Alstonite__R050483__Broad_Scan__532__0__unoriented__Raman_Data_Processed__fcd9dfd22efcaf4542f8a57cc1a8.txt,False,Carbonate,BaCa(CO_3_)_2_,BaCa(CO_3_)_2_,BaCa(CO3)2,BaCa(CO3)2,False,False,False,False,False,True,True,4.0,1.9699999999999998,51.353775000000006,4.621899999999999,4.126200000000001,4.687,3.0,False,3.0,-2.6893684835,-2.6920236765,3.0,wide_gap_insulator
R090049,Alstonite,532,Processed,Alstonite__R090049__Broad_Scan__532__0__unoriented__Raman_Data_Processed__c49ca5041e24cc042529122c79c8.txt,False,Carbonate,BaCa(CO_3_)_2_,BaCa(CO_3_)_2_,BaCa(CO3)2,BaCa(CO3)2,False,False,False,False,False,True,True,4.0,1.9699999999999998,51.353775000000006,4.621899999999999,4.126200000000001,4.687,3.0,False,3.0,-2.6893684835,-2.6920236765,3.0,wide_gap_insulator
R060939,Altaite,532,RAW,Altaite__R060939__Broad_Scan__532__0__unoriented__Raman_Data_Raw__7c9ed97d372695937361a54fa4ef.txt,False,Telluride/Selenide,PbTe,PbTe,PbTe,TePb,False,False,False,False,False,True,True,2.0,2.215,167.39999999999998,0.7639,0.4135,1.1150000000000002,4.0,False,4.0,-0.3399490887500001,-0.4049589450000002,5.0,narrow_gap
R070230,Aluminium,532,Processed,Aluminium__R070230__Raman__532______Raman_Data_Processed__011b43bf5986c6722d7d303838fa.txt,False,Elemental/Native,Al,Al,Al,Al,False,False,False,False,False,True,True,1.0,1.61,26.9815386,0.0,0.0,0.0,3.0,True,3.0,0.0201491325000002,0.0,3.0,metal_like
R060430,Alunite,532,Processed,Alunite__R060430__Raman__532______Raman_Data_Processed__5630cf6c79092a9c849b0a5ef337.txt,True,Sulfate,KAl_3_(SO_4_)_2_(OH)_6_,KAl_3_(SO_4_)_2_(OH)_6_,KAl3(SO4)2(OH)6,KAl3H6(SO7)2,False,False,False,False,False,True,True,5.0,2.13,23.03043572,5.316800000000001,5.316800000000001,5.316800000000001,1.0,False,1.0,-2.310338044051731,-2.310338044051731,1.0,wide_gap_insulator
R070448,Alunite,532,Processed,Alunite__R070448__Raman__532______Raman_Data_Processed__262e7236c578e56c3cc4ac44a46d.txt,False,Sulfate,KAl_3_(SO_4_)_2_(OH)_6_,KAl_3_(SO_4_)_2_(OH)_6_,KAl3(SO4)2(OH)6,KAl3H6(SO7)2,False,False,False,False,False,True,True,5.0,2.13,23.03043572,5.316800000000001,5.316800000000001,5.316800000000001,1.0,False,1.0,-2.310338044051731,-2.310338044051731,1.0,wide_gap_insulator
R040006,Amblygonite,514,Processed,Amblygonite__R040006-3__Raman__514__0-000__depolarized__Raman_Data_Processed__f4bcb4a1ce62ebd0cef9e3012df2.txt,True,Phosphate,LiAl(PO_4_)F,LiAl(PO_4_)F,LiAl(PO4)F,LiAlPO4F,False,False,False,False,False,True,True,5.0,2.44,19.978820759999998,5.9118,5.9118,5.9118,1.0,False,1.0,-3.139569032916607,-3.139569032916607,1.0,wide_gap_insulator
R040067,Amblygonite,514,Processed,Amblygonite__R040067__Raman__514______Raman_Data_Processed__3e934c0ac4e748241d0b414de2dc.txt,True,Phosphate,LiAl(PO_4_)F,LiAl(PO_4_)F,LiAl(PO4)F,LiAlPO4F,False,False,False,False,False,True,True,5.0,2.44,19.978820759999998,5.9118,5.9118,5.9118,1.0,False,1.0,-3.139569032916607,-3.139569032916607,1.0,wide_gap_insulator
,Amblygonite,785,Processed,Amblygonite__X050012-3__Raman__785______Raman_Data_Processed__765f4b5ec9f9fe46a32bd1ca9775.txt,False,Phosphate,LiAl(PO_4_)F,LiAl(PO_4_)F,LiAl(PO4)F,LiAlPO4F,False,False,False,False,False,True,True,5.0,2.44,19.978820759999998,5.9118,5.9118,5.9118,1.0,False,1.0,-3.139569032916607,-3.139569032916607,1.0,wide_gap_insulator
R060643,Ameghinite,532,Processed,Ameghinite__R060643__Raman__532______Raman_Data_Processed__77f9322432bca3b68465b145b8d3.txt,True,Borate,NaB_3_O_3_(OH)_4_,NaB_3_O_3_(OH)_4_,NaB3O3(OH)4,NaB3H4O7,False,False,False,False,False,True,True,4.0,2.1525,12.70202732,5.3518,5.3518,5.3518,1.0,False,1.0,-2.2440380133820006,-2.2440380133820006,1.0,wide_gap_insulator
R070116,Amesite,785,Processed,Amesite__R070116__Broad_Scan__785__0__unoriented__Raman_Data_Processed__97fbaa6baf3cc87b3c347dac2aa0.txt,False,Silicate,Mg_2_Al(AlSiO_5_)(OH)_4_,Mg_2_Al(AlSiO_5_)(OH)_4_,Mg2Al(AlSiO5)(OH)4,Mg2Al2SiH4O9,False,False,False,False,False,True,True,5.0,2.092,19.27587572,5.0539000000000005,5.0539000000000005,5.0539000000000005,1.0,False,1.0,-2.7192759183738886,-2.7192759183738886,1.0,wide_gap_insulator
