sample_id,source_dataset,raw_file_path,rruff_id,mineral_name,compound_name,original_formula,display_formula_clean,normalized_formula,reduced_formula,chemical_family,sub_family,elements,contains_transition_metal,contains_3d_transition_metal,contains_4d_transition_metal,contains_5d_transition_metal,is_mixture,mixture_components,has_variable_formula,has_vacancy_symbol,has_mixed_occupancy,has_html_tag,has_hydrate,formula_parse_success,eligible_for_matbench_matching,matbench_match_success,band_gap_eV,band_gap_class,is_metal,formation_energy,formation_energy_class,has_xrd,xrd_file_path,duplicate_rruff_id,duplicate_group_size,exclude_from_inorganic_main,quality_flags
R250018,RRUFF,Agaite__R250018__Broad_Scan__532__0__unoriented__Raman_Data_Processed__a4d621c87e7272733ddfb67bc7dd.txt,R250018,Agaite,Agaite,Pb_3_Cu^2+^Te^6+^O_5_(OH)_2_(CO_3_),Pb_3_Cu^2+^Te^6+^O_5_(OH)_2_(CO_3_),Pb3CuTeO5(OH)2(CO3),CuTeH2Pb3CO10,Carbonate,,"C,Cu,H,O,Pb,Te",True,True,False,False,False,,False,False,False,False,False,True,True,False,,,,,,True,Agaite__R250018__Broad_Scan__532__0__unoriented__Xray_Data_XY_Data_Processed__a4d621c87e7272733ddfb67bc7dd.txt,True,3,False,
R060711,RRUFF,Agardite-(Y)__R060711__Raman__532______Raman_Data_Processed__9604f59bf897b8e81394df85905f.txt,R060711,Agardite-(Y),Agardite-(Y),YCu^2+^_6_(AsO_4_)_3_(OH)_6_·3H_2_O,YCu^2+^_6_(AsO_4_)_3_(OH)_6_·3H_2_O,YCu6(AsO4)3(OH)63H2O,YCu6As3H65O76,Sulfate,,"As,Ca,Cl,Cu,F,Fe,H,O,P,Si,Y",True,True,True,False,False,,False,False,False,False,True,True,True,False,,,,,,True,Agardite-(Y)__R060711__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__9604f59bf897b8e81394df85905f.txt,True,6,False,
R070357,RRUFF,Agardite-(Y)__R070357__Raman__532______Raman_Data_Processed__94fb38650b4c5d48634c3781ba53.txt,R070357,Agardite-(Y),Agardite-(Y),YCu^2+^_6_(AsO_4_)_3_(OH)_6_·3H_2_O,YCu^2+^_6_(AsO_4_)_3_(OH)_6_·3H_2_O,YCu6(AsO4)3(OH)63H2O,YCu6As3H65O76,Sulfate,,"Al,As,Ca,Cl,Cu,F,Fe,H,O,P,Si,Y,Zn",True,True,True,False,False,,False,False,False,False,True,True,True,False,,,,,,True,Agardite-(Y)__R070357__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__94fb38650b4c5d48634c3781ba53.txt,True,6,False,
R060914,RRUFF,Agrellite__R060914__Raman__532______Raman_Data_Processed__ee1b2d09a768581d603c2c485ea2.txt,R060914,Agrellite,Agrellite,NaCa_2_Si_4_O_10_F,NaCa_2_Si_4_O_10_F,NaCa2Si4O10F,NaCa2Si4O10F,Silicate,,"Al,Ca,Ce,Cl,Cr,F,Fe,K,La,Mg,Mn,Na,Nd,O,Si,Y",True,True,True,True,False,,False,False,False,False,False,True,True,True,4.959999999999999,wide_gap_insulator,False,-3.343222678955,highly_stable,True,Agrellite__R060914__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__ee1b2d09a768581d603c2c485ea2.txt,True,4,False,
R061100,RRUFF,Akermanite__R061100-3__Raman__514__0-000__depolarized__Raman_Data_Processed__6c80a922a62ac44b8643c6296a18.txt,R061100,Akermanite,Akermanite,Ca_2_MgSi_2_O_7_,Ca_2_MgSi_2_O_7_,Ca2MgSi2O7,Ca2MgSi2O7,Silicate,,"Al,Ca,Cr,F,Fe,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,4.535950000000001,wide_gap_insulator,False,-3.3869175778125005,highly_stable,True,Akermanite__R061100-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__6c80a922a62ac44b8643c6296a18.txt,True,22,False,
R040068,RRUFF,Albite__R040068-3__Raman__514__0-000__depolarized__Raman_Data_Processed__b40f91d875d096aef4bd5cbeb2cf.txt,R040068,Albite,Albite,Na(AlSi_3_O_8_),Na(AlSi_3_O_8_),Na(AlSi3O8),NaAlSi3O8,Silicate,,"Al,Na,O,Si",False,False,False,False,False,,False,False,False,False,False,True,True,True,4.9743,wide_gap_insulator,False,-3.226915543461539,highly_stable,True,Albite__R040068-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__b40f91d875d096aef4bd5cbeb2cf.txt,True,56,False,
R040129,RRUFF,Albite__R040129-3__Raman__514__0-000__depolarized__Raman_Data_Processed__0372f313bc8dc3ba8cbe0348dc49.txt,R040129,Albite,Albite,Na(AlSi_3_O_8_),Na(AlSi_3_O_8_),Na(AlSi3O8),NaAlSi3O8,Silicate,,"Al,Na,O,Si",False,False,False,False,False,,False,False,False,False,False,True,True,True,4.9743,wide_gap_insulator,False,-3.226915543461539,highly_stable,True,Albite__R040129-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__0372f313bc8dc3ba8cbe0348dc49.txt,True,56,False,
R050253,RRUFF,Albite__R050253-3__Raman__514__0-000__depolarized__Raman_Data_Processed__08aec584c4a71d72542de0a54495.txt,R050253,Albite,Albite,Na(AlSi_3_O_8_),Na(AlSi_3_O_8_),Na(AlSi3O8),NaAlSi3O8,Silicate,,"Al,Ca,Cr,K,Na,O,Si",True,True,False,False,False,,False,False,False,False,False,True,True,True,4.9743,wide_gap_insulator,False,-3.226915543461539,highly_stable,True,Albite__R050253-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__08aec584c4a71d72542de0a54495.txt,True,56,False,
R050402,RRUFF,Albite__R050402-3__Raman__514__0-000__depolarized__Raman_Data_Processed__eb123b2915e05f23dc9cfdcd20a5.txt,R050402,Albite,Albite,Na(AlSi_3_O_8_),Na(AlSi_3_O_8_),Na(AlSi3O8),NaAlSi3O8,Silicate,,"Al,Ca,Cr,F,Fe,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,4.9743,wide_gap_insulator,False,-3.226915543461539,highly_stable,True,Albite__R050402-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__eb123b2915e05f23dc9cfdcd20a5.txt,True,58,False,
R070175,RRUFF,Allactite__R070175__Raman__532______Raman_Data_Processed__02fcabb45521656ae566b8dd035a.txt,R070175,Allactite,Allactite,Mn^2+^_7_(AsO_4_)_2_(OH)_8_,Mn^2+^_7_(AsO_4_)_2_(OH)_8_,Mn7(AsO4)2(OH)8,Mn7As2(HO2)8,Sulfate,,"Al,As,Ca,Cl,Cr,F,Fe,H,K,La,Mg,Mn,Na,O,P,S,Si",True,True,False,True,False,,False,False,False,False,False,True,True,False,,,,,,True,Allactite__R070175__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__02fcabb45521656ae566b8dd035a.txt,True,6,False,
R060418,RRUFF,Allanite-(Ce)__R060418__Broad_Scan__532__0__unoriented__Raman_Data_Processed__1383d4b8eecf596d733511fc3602.txt,R060418,Allanite-(Ce),Allanite-(Ce),CaCe(Al_2_Fe^2+^)[Si_2_O_7_][SiO_4_]O(OH),CaCe(Al_2_Fe^2+^)[Si_2_O_7_][SiO_4_]O(OH),CaCe(Al2Fe)[Si2O7][SiO4]O(OH),CaCeAl2FeSi3HO13,Silicate,,"Al,Ca,Ce,Fe,H,O,Si",True,True,False,False,False,,False,False,False,False,False,True,True,False,,,,,,True,Allanite-(Ce)__R060418__Broad_Scan__532__0__unoriented__Xray_Data_XY_Data_Processed__1383d4b8eecf596d733511fc3602.txt,True,6,False,
R080044,RRUFF,Allanite-(Ce)__R080044__Broad_Scan__532__0__unoriented__Raman_Data_Processed__2d505de28964578c995e94f017c5.txt,R080044,Allanite-(Ce),Allanite-(Ce),CaCe(Al_2_Fe^2+^)[Si_2_O_7_][SiO_4_]O(OH),CaCe(Al_2_Fe^2+^)[Si_2_O_7_][SiO_4_]O(OH),CaCe(Al2Fe)[Si2O7][SiO4]O(OH),CaCeAl2FeSi3HO13,Silicate,,"Al,Ca,Ce,Fe,H,O,Si",True,True,False,False,False,,False,False,False,False,False,True,True,False,,,,,,True,Allanite-(Ce)__R080044__Broad_Scan__532__0__unoriented__Xray_Data_XY_Data_Processed__2d505de28964578c995e94f017c5.txt,True,5,False,
R040076,RRUFF,Almandine__R040076-3__Raman__514__0-000__depolarized__Raman_Data_Processed__44c8f559646cfaf764ad12a97535.txt,R040076,Almandine,Almandine,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,Silicate,,"Al,Ca,Cr,Fe,K,Mg,Mn,Na,O,S,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,3.641399999999999,wide_gap_insulator,False,-2.86078800175,highly_stable,True,Almandine__R040076-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__44c8f559646cfaf764ad12a97535.txt,True,16,False,
R040079,RRUFF,Almandine__R040079-3__Raman__514__0-000__depolarized__Raman_Data_Processed__d017524a0588295588515117f749.txt,R040079,Almandine,Almandine,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,Silicate,,"Al,Ca,Cr,Fe,K,Mg,Mn,Na,O,S,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,3.641399999999999,wide_gap_insulator,False,-2.86078800175,highly_stable,True,Almandine__R040079-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__d017524a0588295588515117f749.txt,True,16,False,
R040168,RRUFF,Almandine__R040168-3__Raman__514__0-000__depolarized__Raman_Data_Processed__a78a395f150ae0d41d9e48606e57.txt,R040168,Almandine,Almandine,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,Silicate,,"Al,Ca,Fe,Mg,Mn,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,3.641399999999999,wide_gap_insulator,False,-2.86078800175,highly_stable,True,Almandine__R040168-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__a78a395f150ae0d41d9e48606e57.txt,True,16,False,
R070129,RRUFF,Almandine__R070129-3__Raman__514__0-000__depolarized__Raman_Data_Processed__1f13282eef0dd167e5021c16a18b.txt,R070129,Almandine,Almandine,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe^2+^_3_Al_2_(SiO_4_)_3_,Fe3Al2(SiO4)3,Al2Fe3(SiO4)3,Silicate,,"Al,Ca,Cr,Fe,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,3.641399999999999,wide_gap_insulator,False,-2.86078800175,highly_stable,True,Almandine__R070129-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__1f13282eef0dd167e5021c16a18b.txt,True,14,False,
R040134,RRUFF,Alum-(K)__R040134__Raman__514______Raman_Data_Processed__f5ff5ebded889f3450d8231d8a0c.txt,R040134,Alum-(K),Alum-(K),KAl(SO_4_)_2_·12H_2_O,KAl(SO_4_)_2_·12H_2_O,KAl(SO4)212H2O,KAlH2S212O849,Sulfate,,"Al,H,K,O,S",False,False,False,False,False,,False,False,False,False,True,True,True,False,,,,,,True,Alum-(K)__R040134__Xray_Data_XY__514______Xray_Data_XY_Data_Processed__f5ff5ebded889f3450d8231d8a0c.txt,True,8,False,
R060014,RRUFF,Alum-(K)__R060014__Raman__532______Raman_Data_Processed__1a36691e599dc66d74486a2669b8.txt,R060014,Alum-(K),Alum-(K),KAl(SO_4_)_2_·12H_2_O,KAl(SO_4_)_2_·12H_2_O,KAl(SO4)212H2O,KAlH2S212O849,Sulfate,,"Al,H,K,O,S",False,False,False,False,False,,False,False,False,False,True,True,True,False,,,,,,True,Alum-(K)__R060014__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__1a36691e599dc66d74486a2669b8.txt,True,6,False,
R060430,RRUFF,Alunite__R060430__Raman__532______Raman_Data_Processed__5630cf6c79092a9c849b0a5ef337.txt,R060430,Alunite,Alunite,KAl_3_(SO_4_)_2_(OH)_6_,KAl_3_(SO_4_)_2_(OH)_6_,KAl3(SO4)2(OH)6,KAl3H6(SO7)2,Sulfate,,"Al,Ca,Cr,Fe,H,K,Mg,Mn,Na,O,P,S,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,5.316800000000001,wide_gap_insulator,False,-2.310338044051731,highly_stable,True,Alunite__R060430__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__5630cf6c79092a9c849b0a5ef337.txt,True,6,False,
R060015,RRUFF,Alunogen__R060015__Raman__532______Raman_Data_Processed__704a4fbb48a0ea55e8398587c235.txt,R060015,Alunogen,Alunogen,Al_2_(SO_4_)_3_(H_2_O)_12_·5H_2_O,Al_2_(SO_4_)_3_(H_2_O)_12_·5H_2_O,Al2(SO4)3(H2O)125H2O,Al2H252(SO46)3,Sulfate,,"Al,Ca,Cl,Cr,Fe,H,K,Mg,Na,O,S",True,True,False,False,False,,False,False,False,False,True,True,True,False,,,,,,True,Alunogen__R060015__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__704a4fbb48a0ea55e8398587c235.txt,True,6,False,
R050153,RRUFF,Amarantite__R050153__Raman__514______Raman_Data_Processed__b8adcb917df86a856e2cd58ff640.txt,R050153,Amarantite,Amarantite,Fe^3+^_2_O(SO_4_)_2_·7H_2_O,Fe^3+^_2_O(SO_4_)_2_·7H_2_O,Fe2O(SO4)27H2O,Fe2H2S27O110,Sulfate,,"Fe,H,O,S",True,True,False,False,False,,False,False,False,False,True,True,True,False,,,,,,True,Amarantite__R050153__Xray_Data_XY__514______Xray_Data_XY_Data_Processed__b8adcb917df86a856e2cd58ff640.txt,True,8,False,
R040006,RRUFF,Amblygonite__R040006-3__Raman__514__0-000__depolarized__Raman_Data_Processed__f4bcb4a1ce62ebd0cef9e3012df2.txt,R040006,Amblygonite,Amblygonite,LiAl(PO_4_)F,LiAl(PO_4_)F,LiAl(PO4)F,LiAlPO4F,Phosphate,,"Al,Ca,Cr,F,Fe,Li,Mg,Mn,Na,O,P,V",True,True,False,False,False,,False,False,False,False,False,True,True,True,5.9118,wide_gap_insulator,False,-3.139569032916607,highly_stable,True,Amblygonite__R040006-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__f4bcb4a1ce62ebd0cef9e3012df2.txt,True,54,False,
R040067,RRUFF,Amblygonite__R040067__Raman__514______Raman_Data_Processed__3e934c0ac4e748241d0b414de2dc.txt,R040067,Amblygonite,Amblygonite,LiAl(PO_4_)F,LiAl(PO_4_)F,LiAl(PO4)F,LiAlPO4F,Phosphate,,"Al,F,Li,O,P",False,False,False,False,False,,False,False,False,False,False,True,True,True,5.9118,wide_gap_insulator,False,-3.139569032916607,highly_stable,True,Amblygonite__R040067__Xray_Data_XY__514______Xray_Data_XY_Data_Processed__3e934c0ac4e748241d0b414de2dc.txt,True,8,False,
R060643,RRUFF,Ameghinite__R060643__Raman__532______Raman_Data_Processed__77f9322432bca3b68465b145b8d3.txt,R060643,Ameghinite,Ameghinite,NaB_3_O_3_(OH)_4_,NaB_3_O_3_(OH)_4_,NaB3O3(OH)4,NaB3H4O7,Borate,,"B,H,Na,O",False,False,False,False,False,,False,False,False,False,False,True,True,True,5.3518,wide_gap_insulator,False,-2.2440380133820006,highly_stable,True,Ameghinite__R060643__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__77f9322432bca3b68465b145b8d3.txt,True,6,False,
R250023,RRUFF,Ammoniozippeite__R250023__Raman__785______Raman_Data_Processed__d33ea5b79427355a1970c30b9c8e.txt,R250023,Ammoniozippeite,Ammoniozippeite,(NH_4_)_2_[(UO_2_)_2_(SO_4_)O_2_]·H_2_O,(NH_4_)_2_[(UO_2_)_2_(SO_4_)O_2_]·H_2_O,(NH4)2[(UO2)2(SO4)O2]H2O,U2H10SN2O11,Sulfate,,"H,N,O,S,U",False,False,False,False,False,,False,False,False,False,True,True,True,False,,,,,,True,Ammoniozippeite__R250023__Xray_Data_XY__785______Xray_Data_XY_Data_Processed__d33ea5b79427355a1970c30b9c8e.txt,True,2,False,
R050094,RRUFF,Analcime__R050094-3__Raman__514__0-000__depolarized__Raman_Data_Processed__d76a54255174029a11348bebe577.txt,R050094,Analcime,Analcime,Na(AlSi_2_O_6_)·H_2_O,Na(AlSi_2_O_6_)·H_2_O,Na(AlSi2O6)H2O,NaAlSi2H2O7,Silicate,,"Al,Ca,Cr,F,Fe,H,K,Mg,Mn,Na,O,Si,Ti",True,True,False,False,False,,False,False,False,False,True,True,True,True,4.7533,wide_gap_insulator,False,-2.7586867461338467,highly_stable,True,Analcime__R050094-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__d76a54255174029a11348bebe577.txt,True,24,False,
R060023,RRUFF,Analcime__R060023-3__Raman__514__0-000__depolarized__Raman_Data_Processed__20775cf611f5f7d095e9bff3eefa.txt,R060023,Analcime,Analcime,Na(AlSi_2_O_6_)·H_2_O,Na(AlSi_2_O_6_)·H_2_O,Na(AlSi2O6)H2O,NaAlSi2H2O7,Silicate,,"Al,Ca,Cr,Fe,H,K,Mg,Mn,Na,O,Si",True,True,False,False,False,,False,False,False,False,True,True,True,True,4.7533,wide_gap_insulator,False,-2.7586867461338467,highly_stable,True,Analcime__R060023-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__20775cf611f5f7d095e9bff3eefa.txt,True,22,False,
R050510,RRUFF,Anapaite__R050510__Broad_Scan__532__0__unoriented__Raman_Data_Processed__423e0aa18e93069c1e3d18d1d1be.txt,R050510,Anapaite,Anapaite,Ca_2_Fe^2+^(PO_4_)_2_·4H_2_O,Ca_2_Fe^2+^(PO_4_)_2_·4H_2_O,Ca2Fe(PO4)24H2O,Ca2FeP24H2O97,Phosphate,,"Al,Ca,Cr,F,Fe,H,Mg,Mn,O,P,Si",True,True,False,False,False,,False,False,False,False,True,True,True,False,,,,,,True,Anapaite__R050510__Broad_Scan__532__0__unoriented__Xray_Data_XY_Data_Processed__423e0aa18e93069c1e3d18d1d1be.txt,True,8,False,
R060218,RRUFF,Ancylite-(Ce)__R060218__Raman__532______Raman_Data_Processed__e3796f99f857687d0cd6346938f3.txt,R060218,Ancylite-(Ce),Ancylite-(Ce),CeSr(CO_3_)_2_(OH)·H_2_O,CeSr(CO_3_)_2_(OH)·H_2_O,CeSr(CO3)2(OH)H2O,SrCeH3(CO4)2,Carbonate,,"C,Ca,Ce,F,H,I,La,Nb,Nd,O,Pr,Sr,Y",True,False,True,True,False,,False,False,False,False,True,True,True,False,,,,,,True,Ancylite-(Ce)__R060218__Xray_Data_XY__532______Xray_Data_XY_Data_Processed__e3796f99f857687d0cd6346938f3.txt,True,6,False,
R050561,RRUFF,Andalusite__R050561-3__Raman__514__0-000__depolarized__Raman_Data_Processed__d445368e2fdc7f1757bcdd0be91f.txt,R050561,Andalusite,Andalusite,Al_2_SiO_5_,Al_2_SiO_5_,Al2SiO5,Al2SiO5,Silicate,,"Al,Fe,Mg,O,Si,Ti",True,True,False,False,False,,False,False,False,False,False,True,True,True,5.4038,wide_gap_insulator,False,-3.2912664301562486,highly_stable,True,Andalusite__R050561-3__Xray_Data_XY__514__0-000__depolarized__Xray_Data_XY_Data_Processed__d445368e2fdc7f1757bcdd0be91f.txt,True,32,False,
